Sentence #,Word,POS,Tag
Sentence2653,:,:,O
Sentence2653,·,NN,O
Sentence2653,C,NNP,B-TECH
Sentence2653,language,NN,O
Sentence2653,·,NNP,O
Sentence2653,MS,NNP,B-TECH
Sentence2653,Office,NNP,I-TECH
Sentence2653,CERTIFICATIONS,NNP,O
Sentence2653,:,:,O
Sentence2653,·,NN,O
Sentence2653,Did,NNP,B-ACH
Sentence2653,certification,NN,I-ACH
Sentence2653,program,NN,I-ACH
Sentence2653,in,IN,I-ACH
Sentence2653,Microsoft,NNP,I-ACH
Sentence2653,office,NN,I-ACH
Sentence2653,and,CC,I-ACH
Sentence2653,C,NNP,I-ACH
Sentence2653,at,IN,I-ACH
Sentence2653,Swami,NNP,I-ACH
Sentence2653,Ramananda,NNP,I-ACH
Sentence2653,Tirdha,NNP,I-ACH
Sentence2653,Rural,NNP,I-ACH
Sentence2653,Institute,NNP,I-ACH
Sentence2653,",",",",O
Sentence2653,Pochampally,NNP,O
Sentence2653,.,.,O
Sentence2654,PERSONAL,NNP,O
Sentence2654,DETAILS,NN,O
Sentence2654,:,:,O
Sentence2654,Father,NNP,O
Sentence2654,’,NNP,O
Sentence2654,s,VBD,O
Sentence2654,Name,NN,O
Sentence2654,:,:,O
Sentence2654,Sri,NNP,O
Sentence2654,P.Sathaiah,NNP,O
Sentence2654,Father,NNP,O
Sentence2654,’,NNP,O
Sentence2654,s,JJ,O
Sentence2654,Occupation,NN,O
Sentence2654,:,:,O
Sentence2654,Former,NNP,O
Sentence2654,Mother,NNP,O
Sentence2654,’,NNP,O
Sentence2654,s,NN,O
Sentence2654,Name,NN,O
Sentence2654,:,:,O
Sentence2654,Smt,NNP,O
Sentence2654,.,.,O
Sentence2655,P.Balamani,NNP,O
Sentence2655,Date,NNP,O
Sentence2655,of,IN,O
Sentence2655,Birth,NNP,O
Sentence2655,:,:,O
Sentence2655,27,CD,B-AGE
Sentence2655,APRIL,NNP,I-AGE
Sentence2655,1995,CD,I-AGE
Sentence2655,Age,NNP,O
Sentence2655,:,:,O
Sentence2655,22,CD,B-AGE
Sentence2655,Years,NNS,O
Sentence2655,Gender,NNP,O
Sentence2655,:,:,O
Sentence2655,Male,JJ,B-GEND
Sentence2655,Nationality,NN,O
Sentence2655,:,:,O
Sentence2655,Indian,JJ,B-NAT
Sentence2655,Languages,NNP,O
Sentence2655,Known,NNP,O
Sentence2655,:,:,O
Sentence2655,English,JJ,B-LANG
Sentence2655,and,CC,O
Sentence2655,Telugu,JJ,B-LANG
Sentence2655,Hobbies,NNS,O
Sentence2655,:,:,O
Sentence2655,Reading,NNP,B-HOB
Sentence2655,story,NN,I-HOB
Sentence2655,books,NNS,I-HOB
Sentence2655,",",",",O
Sentence2655,watching,VBG,B-HOB
Sentence2655,movies,NNS,I-HOB
Sentence2655,Address,NNP,O
Sentence2655,:,:,O
Sentence2655,(,(,O
Sentence2655,V,NNP,O
Sentence2655,,,O
Sentence2655,", ",,O
Sentence2655,,,O
Sentence2655,Gokaram,NNP,O
Sentence2655,(,(,O
Sentence2655,M,NNP,O
Sentence2655,,,O
Sentence2655,", ",,O
Sentence2655,,,O
Sentence2655,Valigonda,NNP,O
Sentence2655,(,(,O
Sentence2655,D,NNP,O
Sentence2655,,,O
Sentence2655,", ",,O
Sentence2655,,,O
Sentence2655,Nalgonda,NNP,O
Sentence2655,TS-508252,NNP,O
Sentence2655,DECLARATION,NNP,O
Sentence2655,:,:,O
Sentence2655,“,NN,O
Sentence2655,I,PRP,O
Sentence2655,hereby,VBP,O
Sentence2655,declare,VB,O
Sentence2655,that,IN,O
Sentence2655,all,PDT,O
Sentence2655,the,DT,O
Sentence2655,information,NN,O
Sentence2655,mentioned,VBD,O
Sentence2655,herein,NN,O
Sentence2655,is,VBZ,O
Sentence2655,1,JJ,O
Sentence2655,to,TO,O
Sentence2655,the,DT,O
Sentence2655,best,JJS,O
Sentence2655,of,IN,O
Sentence2655,my,PRP$,O
Sentence2655,knowledge,NN,O
Sentence2655,and,CC,O
Sentence2655,I,PRP,O
Sentence2655,bear,VBP,O
Sentence2655,the,DT,O
Sentence2655,responsibility,NN,O
Sentence2655,for,IN,O
Sentence2655,the,DT,O
Sentence2655,authenticity,NN,O
Sentence2655,of,IN,O
Sentence2655,the,DT,O
Sentence2655,particulars,NNS,O
Sentence2655,mentioned,VBD,O
Sentence2655,above.,RP,O
Sentence2655,”,JJ,O
Sentence2655,Date,NN,O
Sentence2655,:,:,O
Sentence2655,Place,NN,O
Sentence2655,:,:,O
Sentence2655,HYDERBAD,NNP,O
Sentence2655,(,(,O
Sentence2655,KISHORE,NNP,B-PER
Sentence2655,PABBU,NNP,I-PER
Sentence2655,,,O
Sentence2655,", ",,O
Sentence2655,,,O
Sentence2655,Miss.Kavita,NNP,B-PER
Sentence2655,M,NNP,I-PER
Sentence2655,Koppal,NNP,I-PER
Sentence2655,Contact,NNP,O
Sentence2655,no,DT,O
Sentence2655,:,:,O
Sentence2655,91-9902670617,JJ,B-NUM
Sentence2655,Email,NNP,O
Sentence2655,Id,NNP,O
Sentence2655,:,:,O
Sentence2655,kavitakoppal08bec,NN,B-EML
Sentence2655,@,NN,I-EML
Sentence2655,gmail.com,NN,I-EML
Sentence2655,(,(,O
Sentence2655,CAREER,NNP,O
Sentence2655,OBJECTIVE,NNP,O
Sentence2655,,,O
Sentence2655,", ",,O
Sentence2655,,,O
Sentence2655,To,TO,B-ASP
Sentence2655,utilize,VB,I-ASP
Sentence2655,my,PRP$,I-ASP
Sentence2655,technical,JJ,I-ASP
Sentence2655,skills,NNS,I-ASP
Sentence2655,for,IN,I-ASP
Sentence2655,achieving,VBG,I-ASP
Sentence2655,the,DT,I-ASP
Sentence2655,target,NN,I-ASP
Sentence2655,and,CC,I-ASP
Sentence2655,developing,VBG,I-ASP
Sentence2655,the,DT,I-ASP
Sentence2655,best,JJS,I-ASP
Sentence2655,performance,NN,I-ASP
Sentence2655,in,IN,I-ASP
Sentence2655,the,DT,I-ASP
Sentence2655,organization,NN,I-ASP
Sentence2655,.,.,O
Sentence2656,I,PRP,B-ASP
Sentence2656,would,MD,I-ASP
Sentence2656,like,VB,I-ASP
Sentence2656,to,TO,I-ASP
Sentence2656,implement,VB,I-ASP
Sentence2656,my,PRP$,I-ASP
Sentence2656,innovative,JJ,I-ASP
Sentence2656,an,DT,I-ASP
Sentence2656,idea,NN,I-ASP
Sentence2656,",",",",I-ASP
Sentence2656,skills,NNS,I-ASP
Sentence2656,and,CC,I-ASP
Sentence2656,creativity,NN,I-ASP
Sentence2656,for,IN,I-ASP
Sentence2656,accomplishing,VBG,I-ASP
Sentence2656,the,DT,I-ASP
Sentence2656,projects,NNS,I-ASP
Sentence2656,.,.,O
Sentence2657,(,(,O
Sentence2657,EDUCATIONAL,NNP,O
Sentence2657,DETAILS,NNP,O
Sentence2657,,,O
Sentence2657,", ",,O
Sentence2657,,,O
Sentence2657,Class/Graduation,NNP,O
Sentence2657,School/college,NNP,O
Sentence2657,University/Board,NNP,O
Sentence2657,Year,NNP,O
Sentence2657,of,IN,O
Sentence2657,Completion,NNP,O
Sentence2657,SCORE,NNP,O
Sentence2657,B.E,NNP,B-EDU
Sentence2657,.,.,I-EDU
Sentence2658,(,(,I-EDU
Sentence2658,EEE,NNP,I-EDU
Sentence2658,,,I-EDU
Sentence2658,", ",,I-EDU
Sentence2658,,,I-EDU
Sentence2658,Basaveshwar,NNP,I-EDU
Sentence2658,Engineering,NNP,I-EDU
Sentence2658,College,NNP,I-EDU
Sentence2658,",",",",I-EDU
Sentence2658,Bagalkot,NNP,I-EDU
Sentence2658,VTU,NNP,I-EDU
Sentence2658,",",",",I-EDU
Sentence2658,Belagavi,NNP,I-EDU
Sentence2658,2016,CD,I-EDU
Sentence2658,76,CD,I-EDU
Sentence2658,%,NN,I-EDU
Sentence2658,12th,CD,B-EDU
Sentence2658,(,(,I-EDU
Sentence2658,II,NNP,I-EDU
Sentence2658,PUC,NNP,I-EDU
Sentence2658,,,I-EDU
Sentence2658,", ",,I-EDU
Sentence2658,,,I-EDU
Sentence2658,Sri,NNP,I-EDU
Sentence2658,Vyshnavi,NNP,I-EDU
Sentence2658,Chetan,NNP,I-EDU
Sentence2658,PU,NNP,I-EDU
Sentence2658,college,NN,I-EDU
Sentence2658,",",",",I-EDU
Sentence2658,vidyanagar,NN,I-EDU
Sentence2658,Hubli,NNP,I-EDU
Sentence2658,Dept,NNP,I-EDU
Sentence2658,.,.,I-EDU
Sentence2659,of,IN,I-EDU
Sentence2659,Pre-University,NNP,I-EDU
Sentence2659,Board,NNP,I-EDU
Sentence2659,",",",",I-EDU
Sentence2659,Karnataka,NNP,I-EDU
Sentence2659,2012,CD,I-EDU
Sentence2659,74.13,CD,I-EDU
Sentence2659,%,NN,I-EDU
Sentence2659,10th,CD,B-EDU
Sentence2659,Sri,NNP,I-EDU
Sentence2659,Morarji,NNP,I-EDU
Sentence2659,Desai,NNP,I-EDU
Sentence2659,model,NN,I-EDU
Sentence2659,resi,JJ,I-EDU
Sentence2659,school,NN,I-EDU
Sentence2659,Muchakhandi,NNP,I-EDU
Sentence2659,",",",",I-EDU
Sentence2659,Bagalkot,NNP,I-EDU
Sentence2659,Karnataka,NNP,I-EDU
Sentence2659,Secondary,NNP,I-EDU
Sentence2659,Education,NNP,I-EDU
Sentence2659,Examination,NNP,I-EDU
Sentence2659,Board,NNP,I-EDU
Sentence2659,2010,CD,I-EDU
Sentence2659,91.84,CD,I-EDU
Sentence2659,%,NN,I-EDU
Sentence2659,(,(,O
Sentence2659,MANUAL,NNP,B-TECH
Sentence2659,TESTING,NNP,I-TECH
Sentence2659,AND,NNP,O
Sentence2659,JAVA,NNP,B-TECH
Sentence2659,,,O
Sentence2659,", ",,O
Sentence2659,,,O
Sentence2659,·,VBP,O
Sentence2659,Have,VBP,B-TECH
Sentence2659,sound,VBN,I-TECH
Sentence2659,knowledge,NN,I-TECH
Sentence2659,in,IN,I-TECH
Sentence2659,Inheritance,NNP,I-TECH
Sentence2659,",",",",I-TECH
Sentence2659,Polymorphism,NNP,I-TECH
Sentence2659,",",",",I-TECH
Sentence2659,Abstraction,NNP,I-TECH
Sentence2659,and,CC,I-TECH
Sentence2659,Encapsulation,NNP,I-TECH
Sentence2659,.,.,O
Sentence2660,.,.,O
Sentence2661,·,JJ,O
Sentence2661,Good,JJ,B-TECH
Sentence2661,at,IN,I-TECH
Sentence2661,Object,NNP,I-TECH
Sentence2661,class,NN,I-TECH
Sentence2661,and,CC,I-TECH
Sentence2661,Exceptions,NNP,I-TECH
Sentence2661,.,.,O
Sentence2662,·,VB,O
Sentence2662,Strong,NNP,B-TECH
Sentence2662,knowledge,NN,I-TECH
Sentence2662,inSDLC,NN,I-TECH
Sentence2662,concepts,NNS,I-TECH
Sentence2662,.,.,O
Sentence2663,·,JJ,O
Sentence2663,Extensive,JJ,B-TECH
Sentence2663,knowledge,NN,I-TECH
Sentence2663,in,IN,I-TECH
Sentence2663,Functional,NNP,I-TECH
Sentence2663,",",",",I-TECH
Sentence2663,Integration,NNP,I-TECH
Sentence2663,and,CC,I-TECH
Sentence2663,System,NNP,I-TECH
Sentence2663,Testing,NNP,I-TECH
Sentence2663,.,.,O
Sentence2664,·,VB,O
Sentence2664,Good,JJ,B-TECH
Sentence2664,knowledge,NN,I-TECH
Sentence2664,on,IN,I-TECH
Sentence2664,Exploratory,NNP,I-TECH
Sentence2664,",",",",I-TECH
Sentence2664,Adhoc,NNP,I-TECH
Sentence2664,and,CC,I-TECH
Sentence2664,Smoke,NNP,I-TECH
Sentence2664,Testing,NNP,I-TECH
Sentence2664,·,NN,O
Sentence2664,Strong,NNP,B-TECH
Sentence2664,at,IN,I-TECH
Sentence2664,STLC,NNP,I-TECH
Sentence2664,.,.,O
Sentence2665,·,VB,O
Sentence2665,Good,JJ,B-TECH
Sentence2665,knowledge,NN,I-TECH
Sentence2665,on,IN,I-TECH
Sentence2665,Test,NNP,I-TECH
Sentence2665,plan,NN,I-TECH
Sentence2665,",",",",I-TECH
Sentence2665,Test,NNP,I-TECH
Sentence2665,Scenariosand,NNP,I-TECH
Sentence2665,Test,NNP,I-TECH
Sentence2665,cases,NNS,I-TECH
Sentence2665,.,.,O
Sentence2666,·,CC,O
Sentence2666,Thorough,NNP,B-TECH
Sentence2666,knowledge,NN,I-TECH
Sentence2666,on,IN,I-TECH
Sentence2666,Regression,NNP,I-TECH
Sentence2666,Testingand,NNP,I-TECH
Sentence2666,Defect,NNP,I-TECH
Sentence2666,Life,NNP,I-TECH
Sentence2666,Cycle,NNP,I-TECH
Sentence2666,.,.,O
Sentence2667,·,VB,O
Sentence2667,Extensive,JJ,B-TECH
Sentence2667,knowledge,NN,I-TECH
Sentence2667,on,IN,I-TECH
Sentence2667,AGILE,NNP,I-TECH
Sentence2667,METHODOLOGY,NNP,I-TECH
Sentence2667,.,.,O
Sentence2668,·,VB,O
Sentence2668,Good,JJ,B-TECH
Sentence2668,at,IN,I-TECH
Sentence2668,scrum,JJ,I-TECH
Sentence2668,methodology,NN,I-TECH
Sentence2668,and,CC,I-TECH
Sentence2668,sprint,NN,I-TECH
Sentence2668,.,.,O
Sentence2669,(,(,O
Sentence2669,PROJECT,NNP,O
Sentence2669,,,O
Sentence2669,", ",,O
Sentence2669,,,O
Sentence2669,1.TESTING,CD,B-PRO
Sentence2669,PROJECT,NNP,I-PRO
Sentence2669,Duration-1Months,JJ,O
Sentence2669,Environment-Smart,NNP,O
Sentence2669,Phone,NNP,O
Sentence2669,Facebook.com,NNP,O
Sentence2669,:,:,O
Sentence2669,It,PRP,O
Sentence2669,is,VBZ,O
Sentence2669,a,DT,O
Sentence2669,social,JJ,O
Sentence2669,networking,NN,O
Sentence2669,website,NN,O
Sentence2669,which,WDT,O
Sentence2669,connects,VBZ,O
Sentence2669,people,NNS,O
Sentence2669,.,.,O
Sentence2670,MOON,NNP,B-PRO
Sentence2670,TIME,JJ,I-PRO
Sentence2670,PROJECT,NN,I-PRO
Sentence2670,:,:,O
Sentence2670,Brief,JJ,O
Sentence2670,Description,NN,O
Sentence2670,:,:,O
Sentence2670,Moon,NNP,O
Sentence2670,time,NN,O
Sentence2670,is,VBZ,O
Sentence2670,web-based,JJ,O
Sentence2670,software,NN,O
Sentence2670,for,IN,O
Sentence2670,time,NN,O
Sentence2670,tracking,NN,O
Sentence2670,and,CC,O
Sentence2670,management,NN,O
Sentence2670,.,.,O
Sentence2671,It,PRP,O
Sentence2671,helps,VBZ,O
Sentence2671,improve,VB,O
Sentence2671,business,NN,O
Sentence2671,process,NN,O
Sentence2671,",",",",O
Sentence2671,analyze,JJ,O
Sentence2671,team,NN,O
Sentence2671,performance,NN,O
Sentence2671,and,CC,O
Sentence2671,reduce,VB,O
Sentence2671,costs,NNS,O
Sentence2671,.,.,O
Sentence2672,2.ACADEMIC,CD,O
Sentence2672,PROJECT,NNP,O
Sentence2672,Duration-8Months,NNP,O
Sentence2672,Project,NNP,O
Sentence2672,Name,NNP,O
Sentence2672,:,:,O
Sentence2672,Performance,NN,B-PRO
Sentence2672,analysis,NN,I-PRO
Sentence2672,of,IN,I-PRO
Sentence2672,Supercapacitors,NNS,I-PRO
Sentence2672,for,IN,I-PRO
Sentence2672,small,JJ,I-PRO
Sentence2672,energy,NN,I-PRO
Sentence2672,stores,NNS,I-PRO
Sentence2672,.,.,O
Sentence2673,Flat,JJ,O
Sentence2673,form,NN,O
Sentence2673,Used,VBN,O
Sentence2673,:,:,O
Sentence2673,MATLAB/Simulink,NNP,B-TECH
Sentence2673,Abstract,NNP,O
Sentence2673,:,:,O
Sentence2673,Practical,JJ,O
Sentence2673,analysis,NN,O
Sentence2673,and,CC,O
Sentence2673,comparison,NN,O
Sentence2673,of,IN,O
Sentence2673,Battery,NNP,O
Sentence2673,and,CC,O
Sentence2673,Supercapacitor,NNP,O
Sentence2673,.,.,O
Sentence2674,Wind,NNP,O
Sentence2674,turbine,NN,O
Sentence2674,integrated,VBN,O
Sentence2674,with,IN,O
Sentence2674,hybrid,JJ,O
Sentence2674,combination,NN,O
Sentence2674,of,IN,O
Sentence2674,super,JJ,O
Sentence2674,capacitor,NN,O
Sentence2674,and,CC,O
Sentence2674,Battaries,NNP,O
Sentence2674,.,.,O
Sentence2675,(,(,O
Sentence2675,CO-CURRICULAR,JJ,O
Sentence2675,ACTIVITIES,NNP,O
Sentence2675,,,O
Sentence2675,", ",,O
Sentence2675,,,O
Sentence2675,·,NN,O
Sentence2675,Secured,VBN,B-ACH
Sentence2675,prizes,NNS,I-ACH
Sentence2675,in,IN,I-ACH
Sentence2675,state,NN,I-ACH
Sentence2675,level,NN,I-ACH
Sentence2675,Kannada,NNP,I-ACH
Sentence2675,exam,NN,I-ACH
Sentence2675,.,.,O
Sentence2676,·,CC,O
Sentence2676,Secured,JJ,B-ACH
Sentence2676,second,JJ,I-ACH
Sentence2676,place,NN,I-ACH
Sentence2676,in,IN,I-ACH
Sentence2676,state,NN,I-ACH
Sentence2676,level,NN,I-ACH
Sentence2676,MATHEMATICA,NNP,I-ACH
Sentence2676,.,.,O
Sentence2677,·,NN,O
Sentence2677,Participated,VBD,B-ACH
Sentence2677,in,IN,I-ACH
Sentence2677,SCIENCE,NNP,I-ACH
Sentence2677,MODELLING,NNP,I-ACH
Sentence2677,.,.,O
Sentence2678,(,(,O
Sentence2678,HOBBIES,NNP,O
Sentence2678,,,O
Sentence2678,", ",,O
Sentence2678,,,O
Sentence2678,·,VBP,O
Sentence2678,Reading,VBG,B-HOB
Sentence2678,English,NNP,I-HOB
Sentence2678,and,CC,I-HOB
Sentence2678,Kannada,NNP,I-HOB
Sentence2678,novels,NNS,I-HOB
Sentence2678,.,.,O
Sentence2679,·,JJ,O
Sentence2679,Dancing,NNP,B-HOB
Sentence2679,.,.,O
Sentence2680,·,CC,O
Sentence2680,Poetry,NNP,B-HOB
Sentence2680,and,CC,O
Sentence2680,Drawing,NNP,B-HOB
Sentence2680,.,.,O
Sentence2681,·,VB,O
Sentence2681,Passionate,NNP,B-HOB
Sentence2681,about,IN,I-HOB
Sentence2681,Hair,NNP,I-HOB
Sentence2681,dressing,VBG,I-HOB
Sentence2681,and,CC,I-HOB
Sentence2681,stitching,VBG,I-HOB
Sentence2681,(,(,O
Sentence2681,PESONAL,NNP,O
Sentence2681,PROFILE,NNP,O
Sentence2681,,,O
Sentence2681,", ",,O
Sentence2681,,,O
Sentence2681,D.O.B,NNP,O
Sentence2681,:,:,O
Sentence2681,6/2/1994,CD,B-AGE
Sentence2681,Father,NNP,O
Sentence2681,"s"", ",,O
Sentence2681,Name,NN,O
Sentence2681,:,:,O
Sentence2681,Mr.,NNP,O
Sentence2681,Melagiriyappa,NNP,O
Sentence2681,P,NNP,O
Sentence2681,Koppal,NNP,O
Sentence2681,Nationality,NNP,O
Sentence2681,:,:,O
Sentence2681,INDIAN,JJ,B-NAT
Sentence2681,Languages,NNP,O
Sentence2681,Known,NNP,O
Sentence2681,:,:,O
Sentence2681,English,JJ,B-LANG
Sentence2681,",",",",O
Sentence2681,Kannada,NNP,B-LANG
Sentence2681,and,CC,O
Sentence2681,Lambhani,NNP,B-LANG
Sentence2681,Permanent,NNP,O
Sentence2681,Address,NNP,O
Sentence2681,:,:,O
Sentence2681,c/o,NN,O
Sentence2681,:,:,O
Sentence2681,Melagiriyappa,NNP,O
Sentence2681,Koppal,NNP,O
Sentence2681,At/,NNP,O
Sentence2681,post-Nagaral,JJ,O
Sentence2681,Tq,NNP,O
Sentence2681,:,:,O
Sentence2681,Bilagi,NNP,O
Sentence2681,Dt,NNP,O
Sentence2681,:,:,O
Sentence2681,Bagalkot,NNP,O
Sentence2681,I,PRP,O
Sentence2681,hereby,VBP,O
Sentence2681,declare,VB,O
Sentence2681,that,IN,O
Sentence2681,the,DT,O
Sentence2681,information,NN,O
Sentence2681,furnished,VBN,O
Sentence2681,above,IN,O
Sentence2681,is,VBZ,O
Sentence2681,1,JJ,O
Sentence2681,to,TO,O
Sentence2681,the,DT,O
Sentence2681,best,JJS,O
Sentence2681,of,IN,O
Sentence2681,my,PRP$,O
Sentence2681,knowledge,NN,O
Sentence2681,.,.,O
Sentence2682,Place,NN,O
Sentence2682,:,:,O
Sentence2682,Bangalore,NN,O
Sentence2682,Signature,NN,O
Sentence2682,Date,NNP,O
Sentence2682,:,:,O
Sentence2682,Computer,NNP,O
Sentence2682,Skills,NNP,O
Sentence2682,·,NNP,O
Sentence2682,activities,NNS,O
Sentence2682,and,CC,O
Sentence2682,Achievements,NNS,O
Sentence2682,NAME,NN,O
Sentence2682,:,:,O
Sentence2682,BANDRI,NNP,B-PER
Sentence2682,KOTRESHA,NNP,I-PER
Sentence2682,E-mail,NNP,O
Sentence2682,id,NN,O
Sentence2682,:,:,O
Sentence2682,kotresh.b95,NN,B-EML
Sentence2682,@,NNP,I-EML
Sentence2682,gmail.com,NN,I-EML
Sentence2682,Contact,NNP,O
Sentence2682,No,DT,O
Sentence2682,:,:,O
Sentence2682,-9164244004,JJ,B-NUM
Sentence2682,(,(,O
Sentence2682,Carrier,NNP,O
Sentence2682,O,NNP,O
Sentence2682,bjective,NN,O
Sentence2682,,,O
Sentence2682,", ",,O
Sentence2682,,,O
Sentence2682,To,TO,B-ASP
Sentence2682,obtain,VB,I-ASP
Sentence2682,a,DT,I-ASP
Sentence2682,position,NN,I-ASP
Sentence2682,of,IN,I-ASP
Sentence2682,responsibilities,NNS,I-ASP
Sentence2682,that,WDT,I-ASP
Sentence2682,utilizes,VBP,I-ASP
Sentence2682,my,PRP$,I-ASP
Sentence2682,knowledge,NN,I-ASP
Sentence2682,",",",",I-ASP
Sentence2682,skills,NNS,I-ASP
Sentence2682,and,CC,I-ASP
Sentence2682,to,TO,I-ASP
Sentence2682,work,VB,I-ASP
Sentence2682,hard,RB,I-ASP
Sentence2682,with,IN,I-ASP
Sentence2682,full,JJ,I-ASP
Sentence2682,determination,NN,I-ASP
Sentence2682,and,CC,I-ASP
Sentence2682,dedication,NN,I-ASP
Sentence2682,to,TO,I-ASP
Sentence2682,achieve,VB,I-ASP
Sentence2682,organizational,JJ,I-ASP
Sentence2682,as,RB,I-ASP
Sentence2682,well,RB,I-ASP
Sentence2682,as,IN,I-ASP
Sentence2682,personal,JJ,I-ASP
Sentence2682,goals,NNS,I-ASP
Sentence2682,.,.,O
Sentence2683,(,(,O
Sentence2683,E,NNP,O
Sentence2683,ducational,NNP,O
Sentence2683,D,NNP,O
Sentence2683,etails,VBZ,O
Sentence2683,,,O
Sentence2683,", ",,O
Sentence2683,,,O
Sentence2683,Qualifications,NNP,O
Sentence2683,Institute,NNP,O
Sentence2683,University,NNP,O
Sentence2683,Year,NNP,O
Sentence2683,Percentage,NNP,O
Sentence2683,Obtained,VBD,O
Sentence2683,B.E,NNP,B-EDU
Sentence2683,in,IN,I-EDU
Sentence2683,Electronics,NNP,I-EDU
Sentence2683,and,CC,I-EDU
Sentence2683,Communication,NNP,I-EDU
Sentence2683,PES,NNP,I-EDU
Sentence2683,Institute,NNP,I-EDU
Sentence2683,of,IN,I-EDU
Sentence2683,Technology-,NNP,I-EDU
Sentence2683,Bangalore,NNP,I-EDU
Sentence2683,south,JJ,I-EDU
Sentence2683,campus,NN,I-EDU
Sentence2683,Visvesvaraya,NNP,I-EDU
Sentence2683,Technological,NNP,I-EDU
Sentence2683,University,NNP,I-EDU
Sentence2683,2016,CD,I-EDU
Sentence2683,75.2,CD,I-EDU
Sentence2683,%,NN,I-EDU
Sentence2683,PUC,NNP,B-EDU
Sentence2683,Intermediate,NNP,I-EDU
Sentence2683,(,(,I-EDU
Sentence2683,10+2,CD,I-EDU
Sentence2683,,,I-EDU
Sentence2683,", ",,I-EDU
Sentence2683,,,I-EDU
Sentence2683,S.N,NNP,I-EDU
Sentence2683,Bhat,NNP,I-EDU
Sentence2683,P.U,NNP,I-EDU
Sentence2683,College,NNP,I-EDU
Sentence2683,",",",",I-EDU
Sentence2683,Bangalore,NNP,I-EDU
Sentence2683,Pre-University,NNP,I-EDU
Sentence2683,Education,NNP,I-EDU
Sentence2683,",",",",I-EDU
Sentence2683,Karnataka,NNP,I-EDU
Sentence2683,2012,CD,I-EDU
Sentence2683,81.66,CD,I-EDU
Sentence2683,%,NN,I-EDU
Sentence2683,SSLC,NNP,B-EDU
Sentence2683,(,(,I-EDU
Sentence2683,10th,CD,I-EDU
Sentence2683,,,I-EDU
Sentence2683,", ",,I-EDU
Sentence2683,,,I-EDU
Sentence2683,Sri,NNP,I-EDU
Sentence2683,Ujjaini,NNP,I-EDU
Sentence2683,Jagadguru,NNP,I-EDU
Sentence2683,High,NNP,I-EDU
Sentence2683,School,NNP,I-EDU
Sentence2683,Karnataka,NNP,I-EDU
Sentence2683,Secondary,NNP,I-EDU
Sentence2683,Education,NNP,I-EDU
Sentence2683,Examination,NNP,I-EDU
Sentence2683,Board,NNP,I-EDU
Sentence2683,2010,CD,I-EDU
Sentence2683,83.36,CD,I-EDU
Sentence2683,%,NN,I-EDU
Sentence2683,(,(,O
Sentence2683,Skills,NNP,O
Sentence2683,,,O
Sentence2683,", ",,O
Sentence2683,,,O
Sentence2683,·,VBP,O
Sentence2683,Programming,VBG,O
Sentence2683,Languages,NNS,O
Sentence2683,:,:,O
Sentence2683,C,NNP,B-TECH
Sentence2683,",",",",O
Sentence2683,Data,NNP,B-TECH
Sentence2683,Structures,NNP,I-TECH
Sentence2683,",",",",O
Sentence2683,Java,NNP,B-TECH
Sentence2683,(,(,I-TECH
Sentence2683,Core,NNP,I-TECH
Sentence2683,&,CC,I-TECH
Sentence2683,Advanced,NNP,I-TECH
Sentence2683,,,O
Sentence2683,", ",,O
Sentence2683,,,O
Sentence2683,",",",",O
Sentence2683,SQL,NNP,B-TECH
Sentence2683,.,.,O
Sentence2684,·,JJ,O
Sentence2684,Testing,NN,O
Sentence2684,:,:,O
Sentence2684,Manual,JJ,B-TECH
Sentence2684,Testing,NNP,I-TECH
Sentence2684,.,.,O
Sentence2685,·,CC,O
Sentence2685,Software,NNP,O
Sentence2685,’,NNP,O
Sentence2685,s,VBD,O
Sentence2685,familiar,JJ,O
Sentence2685,with,IN,O
Sentence2685,:,:,O
Sentence2685,Mentor,NN,B-TECH
Sentence2685,Graphics,NNPS,I-TECH
Sentence2685,",",",",O
Sentence2685,EditPlus-3,NNP,B-TECH
Sentence2685,and,CC,O
Sentence2685,Eclipse,NNP,B-TECH
Sentence2685,.,.,O
Sentence2686,(,(,O
Sentence2686,Extra-Curricular,JJ,O
Sentence2686,activities,NNS,O
Sentence2686,,,O
Sentence2686,", ",,O
Sentence2686,,,O
Sentence2686,·,VBP,O
Sentence2686,Winners,NNS,B-HOB
Sentence2686,of,IN,I-HOB
Sentence2686,Intra-College,NNP,I-HOB
Sentence2686,Cricket,NNP,I-HOB
Sentence2686,Tournament-2012,NNP,I-HOB
Sentence2686,Conferences,NNP,B-ACH
Sentence2686,Attended,VBD,I-ACH
Sentence2686,:,:,I-ACH
Sentence2686,·,NN,I-ACH
Sentence2686,“,NN,I-ACH
Sentence2686,Summer,NNP,I-ACH
Sentence2686,School,NNP,I-ACH
Sentence2686,on,IN,I-ACH
Sentence2686,Recent,NNP,I-ACH
Sentence2686,Trends,NNP,I-ACH
Sentence2686,in,IN,I-ACH
Sentence2686,Microwave,NNP,I-ACH
Sentence2686,and,CC,I-ACH
Sentence2686,RF,NNP,I-ACH
Sentence2686,Design,NNP,I-ACH
Sentence2686,”,NNP,O
